,Title,Author,Call_Number,Year,Type,Subject
407, Rafael Morales [Material gráfico],Lagos 1897-1995,MSS/22657/61,1930,"Drawings, Posters, Photos",papel
414, Ricardo Molina [Material gráfico],Lagos 1897-1995,MSS/22657/43VA,1930,"Drawings, Posters, Photos",papel
420," %5C%5C""El pintor Anselmo Miguel Nieto (1) con Arteta al ser pensionados para Roma%5C%5C"" [Material gráfico]",NA,MSS/22657/SUELTA A,1930,"Drawings, Posters, Photos",papel
422," Concha Lagos y Julio Maruri (y dos personajes más sin identificar), en una exposición/galería de pintura (Serie 08) [Material gráfico]",Mazo (Santander),MSS/22657/95A,1930,"Drawings, Posters, Photos",papel
423, Concha Lagos con Julio Maruri [Material gráfico],Lagos 1897-1995,MSS/22657/28VB,1930,"Drawings, Posters, Photos",papel
424, Fotografía de Julio Maruri dedicada a Concha Lagos [Material gráfico],NA,MSS/22657/28VA,1930,"Drawings, Posters, Photos",papel
425, Julio Mariscal [Material gráfico],NA,MSS/22657/68VB,1930,"Drawings, Posters, Photos",papel
426," Concha Lagos a la mesa con Manuel Alcántara, Mariano Roldán, Antonio Murciano y Mantero. [Material gráfico]",NA,MSS/22657/96VB,1930,"Drawings, Posters, Photos",papel
427, León Felipe [Material gráfico],NA,MSS/22657/71V,1930,"Drawings, Posters, Photos",papel
429, Concha Lagos con un personaje sin identificar (en la pista de un aeropuerto) [Material gráfico],NA,MSS/22657/98D,1930,"Drawings, Posters, Photos",papel
432, Concha Lagos y Rafael Milán [Material gráfico],NA,MSS/22657/98A,1930,"Drawings, Posters, Photos",papel
436," Concha Lagos con Óscar Echeverri Mejía, en una recepción [Material gráfico]",Foto Díaz Cabezas fotógrafo,MSS/22657/96B,1930,"Drawings, Posters, Photos",papel
438, Concha Lagos y Medardo Fraile [Material gráfico],NA,MSS/22657/94VB,1930,"Drawings, Posters, Photos",papel
441, Retrato (óleo) de Concha Lagos por Anselmo Miguel Nieto [vista interior del salón en que se cuelga el retrato] [Material gráfico],NA,MSS/22657/90B,1930,"Drawings, Posters, Photos",papel
446," Concha Lagos y Medardo Fraile, en Córdoba [Material gráfico]",Lagos 1897-1995,MSS/22657/43VE,1930,"Drawings, Posters, Photos",papel
447, Concha Lagos y Julio Aumente [Material gráfico],Lagos 1897-1995,MSS/22657/43VD,1930,"Drawings, Posters, Photos",papel
451, Concha Lagos junto a la tumba de Miguel Herrnádez en Alicante [Material gráfico],Lagos 1897-1995,MSS/22657/30VC,1930,"Drawings, Posters, Photos",papel
453, Concha Lagos posando junto al autorretrato a lápiz del pintor Anselmo Miguel Nieto dedicado a Concha Lagos [Material gráfico],NA,MSS/22657/25BISV,1930,"Drawings, Posters, Photos",papel
459, Tertulia Ágora (Serie 03) [Material gráfico],Lagos 1897-1995,MSS/22657/14VA,1930,"Drawings, Posters, Photos",papel
465, Retrato de Concha Lagos (dibujo) por Gregorio Prieto Muñoz,NA,MSS/22657/SUELTA B,1930,"Drawings, Posters, Photos",papel
466, Miguel Labordeta [Material gráfico],Lagos 1897-1995,MSS/22657/85,1930,"Drawings, Posters, Photos",papel
483, Retrato (óleo) de José Luis Hidalgo [Material gráfico],Lagos 1897-1995,MSS/22657/24,1930,"Drawings, Posters, Photos",papel
486, Jorge Guillén [Material gráfico],Lagos 1897-1995,MSS/22657/25V,1930,"Drawings, Posters, Photos",papel
506, Pablo García Baena [Material gráfico],Lagos 1897-1995,MSS/22657/43VB,1930,"Drawings, Posters, Photos",papel
507, [Retrato de Vicente Gaos por Andrés Conejo Merino] [Material gráfico],Legorgeu Castellanos,MSS/22657/75V,1930,"Drawings, Posters, Photos",papel
508, Vicente Gaos [Material gráfico],Lagos 1897-1995,MSS/22657/52V,1930,"Drawings, Posters, Photos",papel
510, Dámaso Alonso (al fondo Vicente Gaos) [Material gráfico],NA,MSS/22657/31V,1930,"Drawings, Posters, Photos",papel
518, Medardo Fraile [Material gráfico],Lagos 1897-1995,MSS/22657/38VB,1930,"Drawings, Posters, Photos",papel
529, Ángela Figuera Aymerich [Material gráfico],NA,MSS/22657/48VB,1930,"Drawings, Posters, Photos",papel
533, T.S. Eliot [Material gráfico],NA,MSS/22657/SUELTA C,1930,"Drawings, Posters, Photos",papel
535," Ciro Alegría con su mujer Dora Varona (Lima, Perú) [Material gráfico]",NA,MSS/22657/23B,1930,"Drawings, Posters, Photos",papel
538, Gerardo Diego [Material gráfico],NA,MSS/22657/26V,1930,"Drawings, Posters, Photos",papel
543, Ernestina de Champourcin [Material gráfico],Maysau,MSS/22657/33VC,1930,"Drawings, Posters, Photos",papel
548, Gabriel Celaya [Material gráfico],Lagos 1897-1995,MSS/22657/97VC,1930,"Drawings, Posters, Photos",papel
550," Gabriel Celaya con Concha Lagos y demás (En Pasajes, Guipúzcoa?) [Material gráfico]",Lagos 1897-1995,MSS/22657/44VC,1930,"Drawings, Posters, Photos",papel
557, Camilo José Cela [Material gráfico],Lagos 1897-1995,MSS/22657/40VA,1930,"Drawings, Posters, Photos",papel
568, Antonio Buero Vallejo [Material gráfico],Lagos 1897-1995,MSS/22657/57SUELTA,1930,"Drawings, Posters, Photos",papel
577, María Beneyto [Material gráfico],Lagos 1897-1995,MSS/22657/33VB,1930,"Drawings, Posters, Photos",papel
597, Vicente Aleixandre [Material gráfico],Lagos 1897-1995,MSS/22657/16V,1930,"Drawings, Posters, Photos",papel
602, [En la boda de un poeta],Foto Montolio fotógrafo,MSS/22657/96VA,1930,"Drawings, Posters, Photos",papel
603, Concha Lagos con diversos personajes sin identificar [Material gráfico],NA,MSS/22657/96A,1930,"Drawings, Posters, Photos",papel
605, Concha Lagos con un grupo de personas sin identificar (¿en Santander?) [Material gráfico],Mazo (Santander),MSS/22657/95B,1930,"Drawings, Posters, Photos",papel
607, Magda Donato [Material gráfico],Lagos 1897-1995,LAGOS-LF2/9C,1930,"Drawings, Posters, Photos",papel
613, Tertulia Ágora (Serie 07 ?) [Material gráfico],Lagos 1897-1995,MSS/22657/92VA,1930,"Drawings, Posters, Photos",papel
615," Dibujo atribuido a San Juan de la Cruz, en un relicario; convento de la Encarnación en Ávila [Material gráfico]",Lagos 1897-1995,MSS/22657/67,1930,"Drawings, Posters, Photos",papel
616," %5C%5C""Córdoba%5C%5C"" [Material gráfico]",Lagos 1897-1995,MSS/22657/42VC,1930,"Drawings, Posters, Photos",papel
643, Reproducción de retrato fotográfico de Rafael Alberti [Material gráfico],Lagos 1897-1995,MSS/22657/40,1930,"Drawings, Posters, Photos",papel
646, [Palacio sin identificar en Marruecos] [Material gráfico],NA,AFRFOT-LF/82,1930,"Drawings, Posters, Photos",papel
647," Construcciones civiles, Región occidental, Protectorado de España en Marruecos, Dirección de Obras Públicas y Minas [Material gráfico] : relación gráfica de obras llevadas a cabo por este servicio en los últimos tres años","Larrucea, José de",AFRFOT-LF/81,1930,"Drawings, Posters, Photos",papel
648, Eduardo Marquina [Material gráfico],Alfonso 1902-1990,17/31/19,1930,"Drawings, Posters, Photos",papel
649, Mariano Benlliure [Material gráfico],Alfonso 1902-1990,17/31/18,1930,"Drawings, Posters, Photos",papel
650, Federico García Lorca [Material gráfico],Alfonso 1902-1990,17/31/14,1930,"Drawings, Posters, Photos",papel
651, Ramón del Valle Inclán [Material gráfico],Alfonso 1902-1990,17/31/9,1930,"Drawings, Posters, Photos",papel
652, [Álbum de Ceuta] [Material gráfico],"Ros, Bartolomé 1906-1974",AFRFOT-LF/4,1930,"Drawings, Posters, Photos",papel
653, [Casa España en Caracas Venezuela] [Material gráfico],Núñez,17/19/226,1930,"Drawings, Posters, Photos",papel
654, [Caracas  : Palacio de Justicia],NA,17/19/215,1930,"Drawings, Posters, Photos",papel
655, [Una casa de Caracas] [Material gráfico],NA,17/19/223,1930,"Drawings, Posters, Photos",papel
656, [Puente del Paseo de la Independencia en Caracas] [Material gráfico],NA,17/19/224,1930,"Drawings, Posters, Photos",papel
657, [Caracas [Material gráfico] : Iglesia de las Mercedes],NA,17/19/212,1930,"Drawings, Posters, Photos",papel
658, [Estatua de Páez [Material gráfico] : obra del escultor venezolano Eloy Palacios (1905)],"Palacios, Eloy",17/19/225,1930,"Drawings, Posters, Photos",papel
659, [Palacio de las Academias de la Lengua y de la Historia en Caracas] [Material gráfico],NA,17/19/209,1930,"Drawings, Posters, Photos",papel
660, [El samán de Güere [Material gráfico]  : árbol histórico en Venezuela],NA,17/19/207,1930,"Drawings, Posters, Photos",papel
661, [Caracas . Monumento conmemorativo de la batalla de Carabobo [Material gráfico] : obra del escultor venezolano Eloy Palacios],O'Brien y Pietri. Estudio,17/19/221,1930,"Drawings, Posters, Photos",papel
662, [Una vista de la ciudad de Maracay [Material gráfico] : Catedral],NA,17/19/206,1930,"Drawings, Posters, Photos",papel
663, [Caracas] [Material gráfico] : Playa de Macuto,NA,17/19/214,1930,"Drawings, Posters, Photos",papel
664, [Caracas] [Material gráfico] : Casa Amarilla (Ministerio de Relaciones Exteriores),NA,17/19/213,1930,"Drawings, Posters, Photos",papel
665, [Caracas [Material gráfico]  : Sur 2ª Catedral],NA,17/19/210,1930,"Drawings, Posters, Photos",papel
666, [Caracas [Material gráfico] : estatua del libertador Simón Bolívar en la plaza de su nombre],O'Brien y Pietri. Estudio,17/19/220,1930,"Drawings, Posters, Photos",papel
667, [Teatro Municipal de Caracas [Material gráfico] : Venezuela],NA,17/19/219,1930,"Drawings, Posters, Photos",papel
668, [Teatro Nacional de Caracas [Material gráfico] : Venezuela],NA,17/19/218,1930,"Drawings, Posters, Photos",papel
669, [Otra calle de Caracas [Material gráfico] : Venezuela],NA,17/19/222,1930,"Drawings, Posters, Photos",papel
670, [Alta Corte Federal y de Casación en el Palacio Federal de  Caracasl [Material gráfico] : Venezuela],NA,17/19/208,1930,"Drawings, Posters, Photos",papel
671, [Otro aspecto de las Cámaras Legislativas en Caracasl [Material gráfico] : Venezuela],NA,17/19/216,1930,"Drawings, Posters, Photos",papel
672, [Caracas] [Material gráfico] : patio del Palacio Federal,O'Brien y Pietri. Estudio,17/19/217,1930,"Drawings, Posters, Photos",papel
673, Corrida de Toros : 21 fotografías = Course de Taureaux = Bull Fight. 2ª Serie [Material gráfico],"Roisin Besnard, Lucien 1876-1943",17-TP/64,1930,"Drawings, Posters, Photos",papel
674, [Retrato de José Amador de los Ríos],"Espalter y Rull, Joaquín 1809-1880 [Retrato de José Amador de los Rios]",IH/408 A MICROFILM,1930,"Drawings, Posters, Photos",papel
676, [Emilio Alcalá Galiano y Valencia],Basabe 1912-1973,IH/180/2,1930,"Drawings, Posters, Photos",papel
677, [Retrato de Fernando Alvarez Martínez],Basabe 1912-1973 fotógrafo,IH/351 BIS,1930,"Drawings, Posters, Photos",papel
678, [Sabina Romero disparando una carabina con una amiga],Carceller (fotógrafo) fotógrafo,17/262/54,1929,"Drawings, Posters, Photos",papel
679, [Ritama Troyano con un grupo de amigas del Instituto Escuela en Cambridge],NA,17/294/3/2,1929,"Drawings, Posters, Photos",papel
680, [Cuatro amigos estudiantes sin identificar de Ritama Troyano en Cambridge],Magna Print fotógrafo,17/294/3/6,1929,"Drawings, Posters, Photos",papel
681, [Ritama Troyano con un grupo de amigos del Instituto Escuela en Cambridge],NA,17/294/3/4,1929,"Drawings, Posters, Photos",papel
683, [Francisco Atalaya],Foto Parque (Estudio fotográfico) fotógrafo,17-FALP/21/165,1929,"Drawings, Posters, Photos",papel
684, [Milagrín González-Pintado],NA,17/292/25,1929,"Drawings, Posters, Photos",papel
685, [Álbum de retratos de la actriz Carmen Viance],Kâulak (Estudio fotográfico) fotógrafo,KAULAK-LF/12,1929,"Drawings, Posters, Photos",papel
686, Troupe Romero,Alograff (Estudio fotográfico) fotógrafo,17-FALP/17/331,1929,"Drawings, Posters, Photos",papel
687, [Claerma : gymnastic phänomen],NA,17-FALP/13/176,1929,"Drawings, Posters, Photos",papel
688, [Retrato de artista sin identificar],"Ferri Martínez, Antonio fotógrafo",17-FALP/13/99,1929,"Drawings, Posters, Photos",papel
689, Danuta Jurandowa,Llopis Estellés,17-FALP/5/47,1929,"Drawings, Posters, Photos",papel
690," [Antonia Mercé %5C%5C""La Argentina%5C%5C"" en una escena de Juerga]","Rouquet, Georges",17/248/3,1929,"Drawings, Posters, Photos",papel
693, [Ciudades : Tetúan],"Calatayud, José 1888-1957",AFRFOT-CAJA/40,1929,"Drawings, Posters, Photos",papel
694, Álbum de Marruecos y colonias españolas,"Alfonso Gordó, Luis",AFRFOT-LF/160,1929,"Drawings, Posters, Photos",papel
695, [María Lizzón],NA,17/194/219,1929,"Drawings, Posters, Photos",papel
696, [Plazas españolas : Ifni - Sahara; Guinea],NA,AFRFOT-CAJA/36,1929,"Drawings, Posters, Photos",papel
697, [Soliman Jattabi],NA,AFRFOT-CARP/32/15,1929,"Drawings, Posters, Photos",papel
698, [Gyenes Janos : 1930],NA,GYENES/12/6,1929,"Drawings, Posters, Photos",papel
699, [La procesión de la fiesta de las palmas en la iglesia de Santa Madrona] [Material gráfico],"Merletti, A. 1860-1943",17/225/67,1929,"Drawings, Posters, Photos",papel
703, [Federico Agustí dueño del Café de Castilla] [Material gráfico],Instantaneas de Actualidad,17/229/6,1929,"Drawings, Posters, Photos",papel
704, Siete modelos de tapices [Material gráfico],Myrurgia (Barcelona),17-LF/204,1929,"Drawings, Posters, Photos",papel
705, [Exposición Iberoamericana de Sevilla de 1929] [Material gráfico] : [Visita de Alfonso XIII],NA,17/129,1929,"Drawings, Posters, Photos",papel
706, [José Cruz Conde junto a un General de División y 16 personajes civiles] [Material gráfico],NA,17/160/66,1929,"Drawings, Posters, Photos",papel
707," [Altar de Sor Beata Beatriz de Silva, Iglesia del Convento del Pardo] [Material gráfico]",NA,17/160/13,1929,"Drawings, Posters, Photos",papel
708, [Pabellón de Marruecos de la Exposición de Sevilla de 1929] [Material gráfico],Foto Carmona (Sevilla),17/159/14,1929,"Drawings, Posters, Photos",papel
709, [Pabellón de Cádiz de la Exposición de Sevilla de 1929] [Material gráfico],Foto Carmona (Sevilla),17/159/13,1929,"Drawings, Posters, Photos",papel
710, [Interior con decoración mejicana] [Material gráfico],Foto Carmona (Sevilla),17/159/12,1929,"Drawings, Posters, Photos",papel
711, Ciª de Canalización y Fuerzas del Guadalquivir [Material gráfico],NA,17/106,1929,"Drawings, Posters, Photos",papel
712, [Plaza de toros de Cádiz] [Material gráfico],NA,17-TP/722/9,1929,"Drawings, Posters, Photos",papel
713, Torrecaballeros Campamento en mayo de 1928,NA,AFRFOT/1/1880-1883,1928,"Drawings, Posters, Photos",papel
714, [Francisco de Miranda],Junta de Iconografía Nacional (España),JIN/29/135,1928,"Drawings, Posters, Photos",papel
715, Zoco de Jemis (Beni Aros) 1928,"García Cortés, Francisco 1900-1976",AFRFOT/1/1482-1483,1928,"Drawings, Posters, Photos",papel
716, Jerez de la Frontera - Conferencia de Gª Figueras septiembre 1928,NA,AFRFOT/1/1480,1928,"Drawings, Posters, Photos",papel
717, Academia de Artillería: Segovia,NA,AFRFOT/1/1-6,1928,"Drawings, Posters, Photos",papel
718, [Fernando Loaces],Junta de Iconografía Nacional (España),JIN/24/22,1928,"Drawings, Posters, Photos",papel
719, [Conchita Supervía sentada sobre un hidroavión],Sagarra y Torrents (Firma),M.SUPERVÍA/4/107,1928,"Drawings, Posters, Photos",papel
720, [Conchita Supervía entre un grupo de 12 personas de pie sobre un hidroavión],Sagarra y Torrents (Firma),M.SUPERVÍA/4/105,1928,"Drawings, Posters, Photos",papel
721, [Jacobo Fitz-James Stuart y Falcó : Duque de Alba],Kâulak (Estudio fotográfico) fotógrafo,KAULAK/1/10,1928,"Drawings, Posters, Photos",papel
722, [Leonardo Herrera],Junta de Iconografía Nacional (España),JIN/20/64,1928,"Drawings, Posters, Photos",papel
723, [Juan de Herrera],Junta de Iconografía Nacional (España),JIN/20/62,1928,"Drawings, Posters, Photos",papel
724, [Conchita Supervía saluda desde un hidroavión],Sagarra y Torrents (Firma),M.SUPERVÍA/4/106,1928,"Drawings, Posters, Photos",papel
725," [Varios: Propaganda de las elecciones de 1905, detención huelguistas, Altos Hornos de Bilbao, acto cultural en Valencia, Sesiones en el Senado, Congreso de la UGT, políticos republicanos, banquente Comité Ejecutivo, acto en el Palacio de Cristal de Madrid y caricaturas]",NA,GC-CAJA/1/15,1928,"Drawings, Posters, Photos",papel
726, [Conchita Supervía],Alfonso 1880-1953,M.SUPERVÍA/4/270,1928,"Drawings, Posters, Photos",papel
727, [Proclamación de la II República Española el 14 de abril de 1931],NA,GC-CAJA/1/10,1928,"Drawings, Posters, Photos",papel
728, [Antonio Agustín],Junta de Iconografía Nacional (España),JIN/5/127,1928,"Drawings, Posters, Photos",papel
729, [Cine Europa],NA,17/260/120,1928,"Drawings, Posters, Photos",papel
730, [Alfonso Carrillo de Albornoz],Junta de Iconografía Nacional (España),JIN/2/57,1928,"Drawings, Posters, Photos",papel
732, Beniamino Gigli,NA,17/194/74,1928,"Drawings, Posters, Photos",papel
733, [Cervantes],"Moreno, Mariano 1865-1925",IH/2067/158,1928,"Drawings, Posters, Photos",papel
734, Ilmo señor D. Edmundo Seco : IInterventor Civil de Villa Sanjurjo,Fotografía España (Villa Sanjurjo),AFRFOT/1/7923,1928,"Drawings, Posters, Photos",papel
735, [Edmundo Seco :] interventor civil de Villa Sanjurjo,Fotografía España (Villa Sanjurjo),AFRFOT/1/7922,1928,"Drawings, Posters, Photos",papel
736, [Sevilla. La tradicional procesión de las Palmas] [Material gráfico],Serrano 1888-1975,17/225/40,1928,"Drawings, Posters, Photos",papel
737, [Sevilla. La tradicional procesión de las Palmas saliendo de la catedral] [Material gráfico],Serrano 1888-1975,17/225/37,1928,"Drawings, Posters, Photos",papel
738, Zaragoza [Material gráfico] : Franco en distintos actos,"Compte, J. 1910-1987",GC-CARP/305,1928,"Drawings, Posters, Photos",papel
739, [Biblioteca Nacional. Salón de lectura] [Material gráfico],NA,17/228/20,1928,"Drawings, Posters, Photos",papel
740, [Biblioteca Nacional. Depósito] [Material gráfico],NA,17/228/14,1928,"Drawings, Posters, Photos",papel
741, Ramón Gómez de la Serna [Material gráfico],Alfonso 1902-1990,17/31/13,1928,"Drawings, Posters, Photos",papel
742, Annual - Visita de S.M. Alfonso XIII - 1927,NA,AFRFOT/1/4385-4386,1927,"Drawings, Posters, Photos",papel
743, Ain el Baraca (Fuente),"Perera, Enrique fotógrafo",AFRFOT/1/4081-4082,1927,"Drawings, Posters, Photos",papel
744, Guinea - 1927,NA,AFRFOT/1/3673,1927,"Drawings, Posters, Photos",papel
746, Ifni - Sahara,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/2866-2875,1927,"Drawings, Posters, Photos",papel
747, Tetuán 1927,"García Cortés, Francisco 1900-1976 fotógrafo",AFRFOT/1/1046,1927,"Drawings, Posters, Photos",papel
748, [Corrida de toros en Ronda],NA,17/294/1/128-140,1927,"Drawings, Posters, Photos",papel
749," [Tarjetas postales y cartas], 1927-1928, Sevilla, a Jorge Guillén","Villalón, Fernando 1881-1930",ARCH.JG/99/24,1927,Manuscripts and Personal Archives,papel
750," [Toni, Pepi y Perrich]","Mateo, Manuel (Fotógrafo) fotógrafo",17-FALP/26/27,1927,"Drawings, Posters, Photos",papel
751," [Cartas], 1927 jul.-sept., Sevilla, a Rogelio Buendía","Porlán, Rafael 1899-1945",MSS/22281/108-110,1927,Manuscripts and Personal Archives,papel
